"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"06/05/2022","AQS","240053001","4","14.4","ppb","13","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/06/2022","AQS","240053001","4","24.2","ppb","23","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/07/2022","AQS","240053001","4","5.7","ppb","5","Essex","23","96.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/08/2022","AQS","240053001","4","15.7","ppb","14","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/09/2022","AQS","240053001","4","12.7","ppb","11","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/10/2022","AQS","240053001","4","23.7","ppb","22","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/11/2022","AQS","240053001","4","29.6","ppb","27","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/12/2022","AQS","240053001","4","11.7","ppb","10","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/13/2022","AQS","240053001","4","22.1","ppb","21","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/14/2022","AQS","240053001","4","21.6","ppb","20","Essex","23","96.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/15/2022","AQS","240053001","4","15.1","ppb","14","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/16/2022","AQS","240053001","4","7.5","ppb","7","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/17/2022","AQS","240053001","4","20.4","ppb","19","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/18/2022","AQS","240053001","4","5.1","ppb","5","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/19/2022","AQS","240053001","4","21","ppb","20","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/20/2022","AQS","240053001","4","27.2","ppb","25","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/22/2022","AQS","240053001","4","17.7","ppb","16","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/23/2022","AQS","240053001","4","22.3","ppb","21","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/24/2022","AQS","240053001","4","20.5","ppb","19","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/25/2022","AQS","240053001","4","21","ppb","20","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/26/2022","AQS","240053001","4","11","ppb","10","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/27/2022","AQS","240053001","4","17.4","ppb","16","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/28/2022","AQS","240053001","4","16.6","ppb","15","Essex","21","88.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/29/2022","AQS","240053001","4","28.9","ppb","26","Essex","21","88.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"06/30/2022","AQS","240053001","4","26.4","ppb","25","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/01/2022","AQS","240053001","4","12","ppb","11","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/02/2022","AQS","240053001","4","9.7","ppb","8","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/03/2022","AQS","240053001","4","26.7","ppb","25","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/04/2022","AQS","240053001","4","23.5","ppb","22","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/05/2022","AQS","240053001","4","21.8","ppb","20","Essex","23","96.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/06/2022","AQS","240053001","4","14.7","ppb","13","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/07/2022","AQS","240053001","4","6.2","ppb","6","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/08/2022","AQS","240053001","4","8.3","ppb","8","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/09/2022","AQS","240053001","4","13.7","ppb","12","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/10/2022","AQS","240053001","4","6.7","ppb","6","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/11/2022","AQS","240053001","4","19.4","ppb","18","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/12/2022","AQS","240053001","4","13.7","ppb","12","Essex","23","96.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/13/2022","AQS","240053001","4","27.2","ppb","25","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/14/2022","AQS","240053001","4","18","ppb","17","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/15/2022","AQS","240053001","4","19.3","ppb","18","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/16/2022","AQS","240053001","4","10.5","ppb","9","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/17/2022","AQS","240053001","4","10.6","ppb","9","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/18/2022","AQS","240053001","4","17.4","ppb","16","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/19/2022","AQS","240053001","4","35.2","ppb","33","Essex","22","92.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/20/2022","AQS","240053001","4","25.4","ppb","24","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/21/2022","AQS","240053001","4","15.8","ppb","14","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/22/2022","AQS","240053001","4","25.1","ppb","24","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/23/2022","AQS","240053001","4","12","ppb","11","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/24/2022","AQS","240053001","4","12.3","ppb","11","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/25/2022","AQS","240053001","4","13","ppb","12","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/26/2022","AQS","240053001","4","12.7","ppb","11","Essex","22","92.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/27/2022","AQS","240053001","4","20.4","ppb","19","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/28/2022","AQS","240053001","4","22.6","ppb","21","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/29/2022","AQS","240053001","4","30.2","ppb","28","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/30/2022","AQS","240053001","4","19.2","ppb","18","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"07/31/2022","AQS","240053001","4","16.9","ppb","15","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/01/2022","AQS","240053001","4","11.5","ppb","10","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/02/2022","AQS","240053001","4","19.2","ppb","18","Essex","23","96.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/03/2022","AQS","240053001","4","16.7","ppb","15","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/04/2022","AQS","240053001","4","16.8","ppb","15","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/05/2022","AQS","240053001","4","21.7","ppb","20","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/06/2022","AQS","240053001","4","9","ppb","8","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/07/2022","AQS","240053001","4","6.8","ppb","6","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/08/2022","AQS","240053001","4","16","ppb","15","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/09/2022","AQS","240053001","4","18.5","ppb","17","Essex","23","96.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/10/2022","AQS","240053001","4","14.2","ppb","13","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/11/2022","AQS","240053001","4","19.2","ppb","18","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/12/2022","AQS","240053001","4","19.5","ppb","18","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/13/2022","AQS","240053001","4","17.3","ppb","16","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/14/2022","AQS","240053001","4","15.8","ppb","14","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/15/2022","AQS","240053001","4","18","ppb","17","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/16/2022","AQS","240053001","4","14.2","ppb","13","Essex","21","88.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/17/2022","AQS","240053001","4","30.2","ppb","28","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/18/2022","AQS","240053001","4","24","ppb","23","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/19/2022","AQS","240053001","4","27.2","ppb","25","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/20/2022","AQS","240053001","4","10.5","ppb","9","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/21/2022","AQS","240053001","4","9.6","ppb","8","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/22/2022","AQS","240053001","4","15.9","ppb","14","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/23/2022","AQS","240053001","4","14.3","ppb","13","Essex","23","96.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/24/2022","AQS","240053001","4","35.9","ppb","33","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/25/2022","AQS","240053001","4","29.3","ppb","27","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/26/2022","AQS","240053001","4","20.2","ppb","19","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/27/2022","AQS","240053001","4","24.3","ppb","23","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/28/2022","AQS","240053001","4","12","ppb","11","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/29/2022","AQS","240053001","4","5.6","ppb","5","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/30/2022","AQS","240053001","4","24","ppb","23","Essex","21","88.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"08/31/2022","AQS","240053001","4","18.4","ppb","17","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/01/2022","AQS","240053001","4","31","ppb","29","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/02/2022","AQS","240053001","4","11.8","ppb","10","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/03/2022","AQS","240053001","4","10.9","ppb","9","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/04/2022","AQS","240053001","4","14.6","ppb","13","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/05/2022","AQS","240053001","4","14.9","ppb","13","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/06/2022","AQS","240053001","4","15.1","ppb","14","Essex","20","83.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/07/2022","AQS","240053001","4","9.3","ppb","8","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/08/2022","AQS","240053001","4","19.1","ppb","18","Essex","23","96.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/09/2022","AQS","240053001","4","17.7","ppb","16","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/10/2022","AQS","240053001","4","11","ppb","10","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/11/2022","AQS","240053001","4","8.7","ppb","8","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/12/2022","AQS","240053001","4","13.1","ppb","12","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/13/2022","AQS","240053001","4","11.9","ppb","10","Essex","23","96.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/14/2022","AQS","240053001","4","17","ppb","16","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/15/2022","AQS","240053001","4","18.4","ppb","17","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/16/2022","AQS","240053001","4","25","ppb","24","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/17/2022","AQS","240053001","4","23.3","ppb","22","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/18/2022","AQS","240053001","4","21.1","ppb","20","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/19/2022","AQS","240053001","4","30.7","ppb","28","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/20/2022","AQS","240053001","4","28.7","ppb","26","Essex","21","88.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/21/2022","AQS","240053001","4","19.8","ppb","18","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/22/2022","AQS","240053001","4","20.7","ppb","19","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/23/2022","AQS","240053001","4","8.8","ppb","8","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/24/2022","AQS","240053001","4","17.5","ppb","16","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/25/2022","AQS","240053001","4","17.3","ppb","16","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/26/2022","AQS","240053001","4","21.5","ppb","20","Essex","18","75.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/27/2022","AQS","240053001","4","20.5","ppb","19","Essex","22","92.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/28/2022","AQS","240053001","4","14.8","ppb","13","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/29/2022","AQS","240053001","4","7.6","ppb","7","Essex","22","92.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"09/30/2022","AQS","240053001","4","11","ppb","10","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/01/2022","AQS","240053001","4","8.1","ppb","8","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/02/2022","AQS","240053001","4","5.3","ppb","5","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/03/2022","AQS","240053001","4","7","ppb","7","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/04/2022","AQS","240053001","4","7","ppb","7","Essex","22","92.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/05/2022","AQS","240053001","4","16.5","ppb","15","Essex","21","88.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/06/2022","AQS","240053001","4","31.2","ppb","29","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/07/2022","AQS","240053001","4","25.9","ppb","24","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/08/2022","AQS","240053001","4","18.8","ppb","17","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/09/2022","AQS","240053001","4","21.1","ppb","20","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/10/2022","AQS","240053001","4","24.1","ppb","23","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/18/2022","AQS","240053001","4","15.9","ppb","14","Essex","19","79.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/19/2022","AQS","240053001","4","21.4","ppb","20","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
"10/20/2022","AQS","240053001","4","26.4","ppb","25","Essex","24","100.0000","42602","Nitrogen dioxide (NO2)","12580","Baltimore-Columbia-Towson, MD","24","Maryland","005","Baltimore","39.310833","-76.474444"
